car_id,car_type,vehicle_type,age_years,model_year,model_month,age_string,first_date,last_date,collection_period,efficiency,efficiency_score,avg_temperature,temperature_score,cell_imbalance,cell_imbalance_score,driving_habit_score,charging_count,avg_charging_amount,charging_pattern_score,weighted_avg,age_penalty,final_score
V011BE0036,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-07-17T00:25:12+00:00,2025-02-05T09:43:51+00:00,2024.07.17 ~ 2025.02.05,3.88,62.66,19.33,100.0,0.0084,94.73,86.44,628.0,38.7,53.98,76.74,1.4,75.34
V012BE0045,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-07-02T20:07:02+00:00,2024-09-28T06:41:26+00:00,2024.07.02 ~ 2024.09.28,4.39,70.37,29.71,100.0,0.0072,96.12,80.0,450.0,10.5,63.69,80.09,1.4,78.69
V011BE0016,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-07-03T03:33:24+00:00,2024-10-16T03:38:19+00:00,2024.07.03 ~ 2024.10.16,4.58,73.19,28.79,100.0,0.006,97.04,80.0,67.0,42.6,83.29,84.45,1.4,83.05
V011BE0012,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-07-02T21:29:09+00:00,2025-01-08T21:59:42+00:00,2024.07.02 ~ 2025.01.08,4.43,70.86,22.76,100.0,0.0066,96.63,80.0,546.0,18.4,86.82,84.2,1.4,82.8
V011BE0013,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-07-02T22:03:17+00:00,2025-10-29T18:10:16+00:00,2024.07.02 ~ 2025.10.29,5.09,80.82,20.48,100.0,0.0064,96.74,90.99,374.0,53.2,65.57,85.82,1.4,84.42
V011BE0014,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-07-02T21:33:26+00:00,2025-10-29T03:13:56+00:00,2024.07.02 ~ 2025.10.29,4.41,70.69,22.02,100.0,0.008,95.24,87.32,1309.0,26.8,65.66,81.6,1.4,80.2
V012BE0114,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-07-17T00:36:18+00:00,2025-01-21T05:30:42+00:00,2024.07.17 ~ 2025.01.21,4.41,70.69,21.61,100.0,0.0065,96.68,89.52,253.0,38.5,81.85,84.9,1.4,83.5
V011BE0034,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-07-17T01:02:45+00:00,2024-09-21T03:52:24+00:00,2024.07.17 ~ 2024.09.21,4.32,69.28,31.38,97.23,0.0061,96.98,80.0,33.0,54.6,79.39,82.03,1.4,80.63
V011BE0035,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-07-17T01:06:07+00:00,2025-03-12T06:52:01+00:00,2024.07.17 ~ 2025.03.12,4.08,65.69,15.98,100.0,0.0081,95.19,88.68,180.0,47.2,61.63,79.48,1.4,78.08
V012BE0126,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-08-07T02:58:42+00:00,2025-02-21T04:54:06+00:00,2024.08.07 ~ 2025.02.21,4.69,74.78,16.57,100.0,0.009,93.96,88.78,436.0,31.4,84.84,86.19,1.4,84.79
V012BE0131,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-08-07T02:50:27+00:00,2024-09-18T23:01:46+00:00,2024.08.07 ~ 2024.09.18,4.64,74.03,31.92,96.17,0.0072,96.07,80.0,127.0,48.1,56.55,79.47,1.4,78.07
V012BE0133,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-08-07T02:51:40+00:00,2025-09-07T03:22:36+00:00,2024.08.07 ~ 2025.09.07,4.46,71.44,17.59,100.0,0.0076,95.71,88.5,85.0,46.2,78.55,84.27,1.4,82.87
V012BE0139,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-08-07T02:50:57+00:00,2025-08-29T22:59:27+00:00,2024.08.07 ~ 2025.08.29,4.61,73.63,18.81,100.0,0.0074,95.92,88.65,1785.0,39.6,59.99,81.97,1.4,80.57
V012BE0140,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-08-07T02:54:21+00:00,2024-09-05T05:17:16+00:00,2024.08.07 ~ 2024.09.05,4.67,74.5,30.69,98.61,0.0067,96.5,80.0,63.0,67.4,58.07,80.36,1.4,78.96
V004BA0003,EV6_LONGRANGE,중형,3.92,2022.0,1.0,2022.01,2024-04-16T15:00:02+00:00,2025-08-21T07:15:42+00:00,2024.04.16 ~ 2025.08.21,7.89,100.0,25.43,100.0,0.0096,93.1,80.0,256.0,50.1,85.84,93.16,4.6,88.56
V000BD0002,IONIQ5_LONGRANGE,중형,0.92,2025.0,1.0,2025.01,2024-05-15T23:04:53+00:00,2025-07-17T07:45:56+00:00,2024.05.15 ~ 2025.07.17,6.03,79.86,22.55,100.0,0.0124,87.05,85.97,307.0,38.3,71.79,84.09,1.4,82.69
V020BD0000,IONIQ,중형,0.92,2025.0,1.0,2025.01,2024-05-14T22:01:19+00:00,2025-10-31T05:17:15+00:00,2024.05.14 ~ 2025.10.31,10.14,100.0,21.56,100.0,0.0067,96.57,93.94,416.0,28.0,82.8,95.55,1.4,94.15
V004BE0005,EV6_LONGRANGE,중형,0.92,2025.0,1.0,2025.01,2024-06-05T05:06:49+00:00,2025-10-29T02:42:22+00:00,2024.06.05 ~ 2025.10.29,6.34,84.61,23.41,100.0,0.0083,94.91,89.98,246.0,27.3,81.19,89.22,1.4,87.82
V000BD0000,IONIQ5_LONGRANGE,중형,3.42,2022.0,7.0,2022.07,2024-05-15T03:31:47+00:00,2025-10-30T13:05:53+00:00,2024.05.15 ~ 2025.10.30,6.22,88.06,22.5,100.0,0.0062,96.93,92.88,277.0,28.2,95.64,93.6,4.2,89.4
V000BA0009,IONIQ5_LONGRANGE,중형,3.92,2022.0,1.0,2022.01,2024-04-16T15:00:00+00:00,2025-01-27T17:04:42+00:00,2024.04.16 ~ 2025.01.27,7.39,100.0,22.24,100.0,0.0129,85.38,88.64,286.0,46.6,82.33,92.72,4.6,88.12
V004BA0019,EV6_LONGRANGE,중형,3.92,2022.0,1.0,2022.01,2024-03-20T03:20:42+00:00,2025-03-26T04:35:18+00:00,2024.03.20 ~ 2025.03.26,7.75,100.0,22.12,100.0,0.0083,94.85,91.54,285.0,33.1,84.27,95.11,4.6,90.51
V000BA0007,IONIQ5_LONGRANGE,중형,3.92,2022.0,1.0,2022.01,2024-03-20T21:32:31+00:00,2025-03-26T00:10:15+00:00,2024.03.20 ~ 2025.03.26,7.5,100.0,19.97,100.0,0.0071,96.19,93.83,318.0,39.4,84.81,95.8,4.6,91.2
V004BA0020,EV6_LONGRANGE,중형,3.92,2022.0,1.0,2022.01,2024-03-20T05:00:43+00:00,2025-03-26T00:09:55+00:00,2024.03.20 ~ 2025.03.26,7.01,100.0,20.4,100.0,0.011,90.47,80.0,483.0,36.7,76.2,91.11,4.6,86.51
V004BA0021,EV6_LONGRANGE,중형,3.92,2022.0,1.0,2022.01,2024-03-19T23:30:21+00:00,2025-02-21T00:00:39+00:00,2024.03.19 ~ 2025.02.21,7.1,100.0,22.41,100.0,0.0114,89.46,87.31,609.0,23.1,73.19,91.66,4.6,87.06
V004BA0025,EV6_LONGRANGE,중형,3.92,2022.0,1.0,2022.01,2024-03-19T23:14:09+00:00,2024-11-12T01:40:53+00:00,2024.03.19 ~ 2024.11.12,7.46,100.0,26.88,100.0,0.0086,94.5,80.0,511.0,13.6,69.92,90.74,4.6,86.14
V000BA0008,IONIQ5_LONGRANGE,중형,3.92,2022.0,1.0,2022.01,2024-06-08T10:10:13+00:00,2025-10-28T21:05:14+00:00,2024.06.08 ~ 2025.10.28,7.3,100.0,25.9,100.0,0.0084,94.76,90.23,111.0,33.1,87.6,95.43,4.6,90.83
V004BA0027,EV6_LONGRANGE,중형,3.92,2022.0,1.0,2022.01,2024-03-19T22:47:18+00:00,2025-10-29T01:51:11+00:00,2024.03.19 ~ 2025.10.29,7.23,100.0,22.43,100.0,0.0114,89.54,89.22,817.0,29.0,78.24,92.83,4.6,88.23
V004BA0030,EV6_LONGRANGE,중형,3.92,2022.0,1.0,2022.01,2024-03-19T15:00:26+00:00,2025-07-17T09:55:03+00:00,2024.03.19 ~ 2025.07.17,6.62,95.19,23.24,100.0,0.0115,89.35,87.27,806.0,29.7,71.41,89.74,4.6,85.14
V007AL0000,NIRO_LONGRANGE,소형,7.33,2018.0,8.0,2018.08,2024-04-16T23:42:49+00:00,2025-10-30T02:30:02+00:00,2024.04.16 ~ 2025.10.30,6.74,87.24,21.77,100.0,0.0077,95.61,91.09,511.0,20.5,85.46,91.11,6.4,84.71
V004AL0000,EV6_LONGRANGE,중형,2.83,2023.0,2.0,2023.02,2023-12-12T22:17:19+00:00,2025-10-29T19:56:55+00:00,2023.12.12 ~ 2025.10.29,6.16,85.96,21.81,100.0,0.0081,95.17,90.67,514.0,26.1,95.19,92.16,3.7,88.46
V003BB0003,IONIQ5_LONGRANGE,중형,3.08,2022.0,11.0,2022.11,2024-05-14T15:00:46+00:00,2024-11-08T02:15:22+00:00,2024.05.14 ~ 2024.11.08,6.56,92.51,27.97,100.0,0.0076,95.64,80.0,203.0,32.0,80.71,90.23,4.0,86.23
V004BB0000,EV6_LONGRANGE,중형,2.75,2023.0,3.0,2023.03,2024-05-14T15:00:00+00:00,2025-03-26T07:04:15+00:00,2024.05.14 ~ 2025.03.26,6.96,97.78,24.56,100.0,0.0115,89.3,80.0,382.0,33.2,78.48,90.56,3.6,86.96
V004AK0001,EV6_LONGRANGE,중형,3.92,2022.0,1.0,2022.01,2023-12-12T21:07:49+00:00,2025-10-29T12:42:55+00:00,2023.12.12 ~ 2025.10.29,6.9,99.36,20.75,100.0,0.0089,94.12,92.2,344.0,35.1,89.24,95.71,4.6,91.11
V013BC0000,IONIQ6_LONGRANGE,중형,2.08,2023.0,11.0,2023.11,2024-05-14T15:00:43+00:00,2025-06-05T16:31:51+00:00,2024.05.14 ~ 2025.06.05,7.55,100.0,21.85,100.0,0.007,96.28,88.37,615.0,23.3,83.93,94.76,2.8,91.96
V011BD0000,PORTER2,상용차,2.5,2023.0,6.0,2023.06,2024-04-10T22:00:54+00:00,2025-10-14T08:40:17+00:00,2024.04.10 ~ 2025.10.14,4.78,79.59,25.7,100.0,0.0063,96.82,89.33,132.0,34.8,88.66,89.0,3.3,85.7
V011BD0012,PORTER2,상용차,2.08,2023.0,11.0,2023.11,2024-04-10T07:59:29+00:00,2024-09-25T02:14:01+00:00,2024.04.10 ~ 2024.09.25,4.38,72.7,28.42,100.0,0.0065,96.7,80.0,107.0,37.5,72.48,82.43,2.8,79.63
V011BD0002,PORTER2,상용차,2.08,2023.0,11.0,2023.11,2024-04-10T21:11:36+00:00,2025-10-29T00:04:09+00:00,2024.04.10 ~ 2025.10.29,5.07,82.95,21.08,100.0,0.0071,96.2,87.88,1184.0,44.2,98.24,91.37,2.8,88.57
V011BD0004,PORTER2,상용차,2.5,2023.0,6.0,2023.06,2024-04-10T21:13:22+00:00,2024-09-23T02:35:11+00:00,2024.04.10 ~ 2024.09.23,4.1,69.34,28.6,100.0,0.0067,96.53,80.0,240.0,53.5,59.57,79.13,3.3,75.83
V011BD0005,PORTER2,상용차,2.17,2023.0,10.0,2023.10,2024-04-10T23:24:52+00:00,2025-10-29T14:36:53+00:00,2024.04.10 ~ 2025.10.29,4.39,73.07,24.86,100.0,0.0069,96.33,88.82,1452.0,36.2,84.9,86.03,2.9,83.13
V011BD0001,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T22:01:28+00:00,2025-09-29T22:55:56+00:00,2024.06.04 ~ 2025.09.29,4.16,66.86,25.02,100.0,0.007,96.23,86.81,734.0,40.1,64.12,80.15,1.4,78.75
V012BD0017,BONGO3,상용차,2.67,2023.0,4.0,2023.04,2024-04-10T13:30:00+00:00,2024-10-10T01:27:29+00:00,2024.04.10 ~ 2024.10.10,4.72,78.96,28.83,100.0,0.0068,96.44,80.0,694.0,47.3,64.62,83.16,3.5,79.66
V012BD0018,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T21:38:51+00:00,2025-10-29T01:22:03+00:00,2024.06.04 ~ 2025.10.29,4.31,69.08,21.56,100.0,0.0098,92.81,86.05,2369.0,32.1,54.87,78.65,1.4,77.25
V012BD0019,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T20:56:26+00:00,2025-05-31T03:38:56+00:00,2024.06.04 ~ 2025.05.31,4.79,76.33,23.01,100.0,0.0072,96.06,89.05,985.0,28.6,62.61,83.39,1.4,81.99
V011BD0008,PORTER2,상용차,2.92,2023.0,1.0,2023.01,2024-04-10T09:19:40+00:00,2025-10-31T21:39:56+00:00,2024.04.10 ~ 2025.10.31,4.46,75.69,22.93,100.0,0.0073,95.98,80.0,658.0,39.9,86.27,85.61,3.8,81.81
V011BD0009,PORTER2,상용차,2.42,2023.0,7.0,2023.07,2024-04-10T02:29:55+00:00,2024-10-05T05:49:20+00:00,2024.04.10 ~ 2024.10.05,4.61,76.9,27.42,100.0,0.0063,96.82,80.0,916.0,27.6,88.54,86.53,3.2,83.33
V012BD0025,BONGO3,상용차,2.92,2023.0,1.0,2023.01,2024-04-10T22:52:58+00:00,2024-10-14T05:46:32+00:00,2024.04.10 ~ 2024.10.14,4.71,79.39,26.89,100.0,0.0067,96.51,80.0,334.0,32.4,60.88,82.7,3.8,78.9
V012BD0027,BONGO3,상용차,2.25,2023.0,9.0,2023.09,2024-04-10T00:28:47+00:00,2025-07-04T11:47:20+00:00,2024.04.10 ~ 2025.07.04,4.75,78.62,20.25,100.0,0.0071,96.17,89.88,1199.0,44.1,61.8,84.18,3.0,81.18
V012BD0031,BONGO3,상용차,2.92,2023.0,1.0,2023.01,2024-04-10T04:33:54+00:00,2024-12-12T06:12:39+00:00,2024.04.10 ~ 2024.12.12,4.5,76.28,24.23,100.0,0.0068,96.46,80.0,494.0,53.3,57.82,81.14,3.8,77.34
V011BD0013,PORTER2,상용차,2.92,2023.0,1.0,2023.01,2024-04-10T05:58:42+00:00,2025-06-30T19:38:16+00:00,2024.04.10 ~ 2025.06.30,4.47,75.86,21.3,100.0,0.0078,95.48,80.0,654.0,42.6,76.87,84.01,3.8,80.21
V011BD0010,PORTER2,상용차,2.92,2023.0,1.0,2023.01,2024-04-10T23:20:58+00:00,2025-09-18T07:47:45+00:00,2024.04.10 ~ 2025.09.18,4.56,77.12,25.3,100.0,0.0062,96.91,89.38,447.0,34.3,79.45,86.66,3.8,82.86
V012BE0000,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T22:00:08+00:00,2025-07-17T06:10:29+00:00,2024.06.04 ~ 2025.07.17,4.08,65.64,23.93,100.0,0.0065,96.66,87.93,493.0,36.4,99.18,85.84,1.4,84.44
V011BE0005,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T23:20:43+00:00,2025-10-29T14:58:04+00:00,2024.06.04 ~ 2025.10.29,4.28,68.72,22.27,100.0,0.007,96.24,89.66,799.0,25.4,75.21,83.09,1.4,81.69
V011BE0007,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T23:36:30+00:00,2024-08-26T03:24:14+00:00,2024.06.04 ~ 2024.08.26,3.89,62.75,28.4,100.0,0.0072,96.09,80.0,60.0,26.3,68.54,78.35,1.4,76.95
V011BE0008,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T23:07:14+00:00,2025-10-21T21:15:18+00:00,2024.06.04 ~ 2025.10.21,4.49,71.84,22.24,100.0,0.0076,95.67,88.31,689.0,29.6,70.88,83.09,1.4,81.69
V011BE0001,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T21:32:56+00:00,2025-10-29T12:41:57+00:00,2024.06.04 ~ 2025.10.29,4.61,73.58,22.3,100.0,0.0071,96.13,88.68,1191.0,18.4,66.23,83.03,1.4,81.63
V012BE0016,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T22:15:53+00:00,2025-06-17T18:48:26+00:00,2024.06.04 ~ 2025.06.17,4.28,68.63,20.83,100.0,0.0069,96.34,91.67,1360.0,37.4,74.24,83.25,1.4,81.85
V011BE0009,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T23:25:45+00:00,2025-10-29T18:06:57+00:00,2024.06.04 ~ 2025.10.29,5.21,82.65,23.28,100.0,0.0057,97.28,91.27,739.0,29.9,97.93,91.96,1.4,90.56
V011BE0002,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T22:11:33+00:00,2025-04-09T02:14:08+00:00,2024.06.04 ~ 2025.04.09,4.25,68.22,16.66,100.0,0.0067,96.5,90.79,298.0,24.5,81.64,84.23,1.4,82.83
V012BE0021,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T22:42:26+00:00,2025-10-29T15:01:05+00:00,2024.06.04 ~ 2025.10.29,3.89,62.83,23.35,100.0,0.0076,95.72,88.02,2232.0,39.7,57.46,77.81,1.4,76.41
V012BE0022,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-06-05T00:10:42+00:00,2025-09-03T00:27:23+00:00,2024.06.05 ~ 2025.09.03,4.44,71.08,21.84,100.0,0.0065,96.66,88.9,993.0,29.1,78.45,84.36,1.4,82.96
V012BE0023,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T22:42:36+00:00,2025-10-29T01:32:25+00:00,2024.06.04 ~ 2025.10.29,4.54,72.54,21.46,100.0,0.0071,96.18,91.49,459.0,34.4,84.21,86.16,1.4,84.76
V011BE0004,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T22:20:38+00:00,2025-10-26T14:13:57+00:00,2024.06.04 ~ 2025.10.26,4.67,74.54,22.72,100.0,0.0076,95.74,88.77,1116.0,26.2,81.16,85.79,1.4,84.39
V011BE0006,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T23:24:54+00:00,2025-08-07T03:39:06+00:00,2024.06.04 ~ 2025.08.07,4.08,65.72,20.99,100.0,0.0072,96.07,89.74,513.0,37.5,61.81,79.84,1.4,78.44
V012BE0033,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T23:23:56+00:00,2025-10-29T20:54:01+00:00,2024.06.04 ~ 2025.10.29,4.56,72.82,22.3,100.0,0.0083,94.91,80.0,499.0,46.0,89.27,84.97,1.4,83.57
V012BE0031,BONGO3,상용차,0.92,2025.0,1.0,2025.01,2024-06-04T23:48:31+00:00,2024-11-11T07:56:20+00:00,2024.06.04 ~ 2024.11.11,4.75,75.71,27.94,100.0,0.009,93.98,80.0,440.0,18.3,63.33,81.46,1.4,80.06
V011BE0011,PORTER2,상용차,0.92,2025.0,1.0,2025.01,2024-06-05T01:36:36+00:00,2025-10-29T22:02:46+00:00,2024.06.05 ~ 2025.10.29,4.88,77.63,20.0,100.0,0.0082,95.04,89.73,1848.0,17.2,63.67,83.95,1.4,82.55
V021BA0000,EV9,대형,2.0,2023.0,12.0,2023.12,2024-03-06T22:11:17+00:00,2025-03-10T10:18:46+00:00,2024.03.06 ~ 2025.03.10,6.0,89.28,19.13,100.0,0.0076,95.69,90.61,266.0,27.4,89.63,92.42,2.7,89.72
V004AL0005,EV6_LONGRANGE,중형,2.42,2023.0,7.0,2023.07,2024-03-19T20:52:35+00:00,2024-09-11T10:48:55+00:00,2024.03.19 ~ 2024.09.11,6.87,95.8,27.0,100.0,0.0076,95.72,80.0,514.0,11.4,58.6,87.66,3.2,84.46
V018AL0000,NIRO2,소형,3.42,2022.0,7.0,2022.07,2023-12-12T22:46:54+00:00,2025-09-29T10:30:44+00:00,2023.12.12 ~ 2025.09.29,7.03,86.97,19.42,100.0,0.0114,89.55,94.31,949.0,16.6,82.68,90.08,4.2,85.88
V016BE0001,GV70,중형,0.92,2025.0,1.0,2025.01,2024-06-18T22:05:25+00:00,2025-02-12T00:44:12+00:00,2024.06.18 ~ 2025.02.12,6.3,83.94,22.72,100.0,0.01,92.41,92.0,544.0,23.5,58.43,85.12,1.4,83.72
V009BE0000,KONA_LONGRANGE,소형,4.92,2021.0,1.0,2021.01,2024-06-18T23:57:49+00:00,2024-12-19T03:42:23+00:00,2024.06.18 ~ 2024.12.19,7.55,96.72,23.98,100.0,0.0077,95.61,80.0,389.0,32.2,65.56,89.1,5.4,83.7
V000BE0013,IONIQ5_LONGRANGE,중형,4.92,2021.0,1.0,2021.01,2024-06-23T10:04:48+00:00,2024-09-06T12:20:14+00:00,2024.06.23 ~ 2024.09.06,6.92,100.0,31.04,97.92,0.007,96.31,80.0,50.0,29.2,93.58,94.63,5.4,89.23
V004BE0002,EV6_LONGRANGE,중형,0.92,2025.0,1.0,2025.01,2024-06-18T17:34:01+00:00,2025-10-29T20:51:27+00:00,2024.06.18 ~ 2025.10.29,7.53,100.0,23.46,100.0,0.0066,96.6,86.26,80.0,43.1,90.99,95.64,1.4,94.24
V004BE0003,EV6_LONGRANGE,중형,4.92,2021.0,1.0,2021.01,2024-06-18T20:31:24+00:00,2024-12-27T09:42:51+00:00,2024.06.18 ~ 2024.12.27,6.62,97.4,23.04,100.0,0.0098,92.72,80.0,302.0,25.0,77.72,90.87,5.4,85.47
V000BE0020,IONIQ5_LONGRANGE,중형,0.92,2025.0,1.0,2025.01,2024-06-18T23:34:02+00:00,2025-10-28T22:05:57+00:00,2024.06.18 ~ 2025.10.28,6.64,89.08,21.73,100.0,0.0083,94.9,80.0,410.0,23.8,77.57,88.44,1.4,87.04
V021BE0004,EV9,대형,0.92,2025.0,1.0,2025.01,2024-06-18T22:52:06+00:00,2025-10-28T16:16:48+00:00,2024.06.18 ~ 2025.10.28,6.06,87.94,22.03,100.0,0.0083,94.87,89.2,860.0,24.2,77.45,89.57,1.4,88.17
V004BE0008,EV6_LONGRANGE,중형,0.92,2025.0,1.0,2025.01,2024-06-18T21:00:51+00:00,2025-10-29T03:50:40+00:00,2024.06.18 ~ 2025.10.29,6.83,91.95,21.95,100.0,0.0083,94.9,80.0,338.0,43.3,88.8,91.27,1.4,89.87
V004BE0004,EV6_LONGRANGE,중형,0.92,2025.0,1.0,2025.01,2024-06-19T08:26:26+00:00,2025-08-05T07:37:21+00:00,2024.06.19 ~ 2025.08.05,7.22,97.7,19.41,100.0,0.0077,95.55,88.86,77.0,41.2,81.03,93.47,1.4,92.07
V018BE0000,NIRO2,소형,1.92,2024.0,1.0,2024.01,2024-06-18T23:16:40+00:00,2025-09-11T01:16:26+00:00,2024.06.18 ~ 2025.09.11,7.63,92.04,20.04,100.0,0.0096,93.12,95.69,165.0,24.8,81.62,92.42,2.6,89.82
V021BE0000,EV9,대형,0.92,2025.0,1.0,2025.01,2024-06-18T21:32:00+00:00,2025-10-28T20:08:48+00:00,2024.06.18 ~ 2025.10.28,5.38,77.66,21.82,100.0,0.0076,95.68,89.77,448.0,19.9,83.49,87.38,1.4,85.98
V009BE0003,KONA_LONGRANGE,소형,0.92,2025.0,1.0,2025.01,2024-06-18T21:53:52+00:00,2024-09-26T23:35:45+00:00,2024.06.18 ~ 2024.09.26,7.44,87.64,30.2,99.6,0.0066,96.6,80.0,162.0,24.9,70.6,87.01,1.4,85.61
V004BE0011,EV6_LONGRANGE,중형,0.92,2025.0,1.0,2025.01,2024-06-18T22:22:02+00:00,2025-10-29T20:26:28+00:00,2024.06.18 ~ 2025.10.29,6.48,86.62,22.42,100.0,0.0082,95.02,94.38,411.0,36.8,80.69,90.55,1.4,89.15
V016BE0002,GV70,중형,0.92,2025.0,1.0,2025.01,2024-07-02T23:13:05+00:00,2025-06-12T00:18:09+00:00,2024.07.02 ~ 2025.06.12,6.43,85.94,19.86,100.0,0.0073,95.96,92.86,124.0,37.7,81.07,90.3,1.4,88.9
V000BE0030,IONIQ5_LONGRANGE,중형,0.92,2025.0,1.0,2025.01,2024-07-02T17:06:17+00:00,2024-10-14T13:21:21+00:00,2024.07.02 ~ 2024.10.14,6.47,86.52,29.64,100.0,0.0075,95.81,80.0,26.0,38.7,85.32,89.03,1.4,87.63
