car_id,car_type,vehicle_type,age_years,model_year,model_month,age_string,first_date,last_date,collection_period,efficiency,efficiency_score,avg_temperature,temperature_score,cell_imbalance,cell_imbalance_score,driving_habit_score,charging_count,avg_charging_amount,charging_pattern_score,weighted_avg,age_penalty,final_score
M1200606116,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T20:25:14+00:00,2021-12-08T23:35:12+00:00,2021.11.15 ~ 2021.12.08,0.31,40.0,17.64,100.0,0.0074,95.86,90.0,40.0,19.7,82.5,74.73,5.4,69.33
M1200606117,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T19:20:24+00:00,2021-12-08T23:07:46+00:00,2021.11.15 ~ 2021.12.08,0.93,40.0,22.47,100.0,0.0116,89.15,90.0,137.0,8.8,98.91,76.34,5.4,70.94
M1200606118,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T21:41:29+00:00,2021-11-28T18:59:22+00:00,2021.11.15 ~ 2021.11.28,0.33,40.0,17.99,100.0,0.0078,95.46,90.0,12.0,20.1,70.83,72.72,5.4,67.32
M1200606119,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:50:34+00:00,2021-12-08T23:55:16+00:00,2021.11.15 ~ 2021.12.08,0.31,40.0,16.36,100.0,0.0076,95.72,90.0,96.0,14.4,84.38,75.02,5.4,69.62
M1200606120,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T17:15:43+00:00,2021-12-08T23:07:49+00:00,2021.11.15 ~ 2021.12.08,0.29,40.0,16.27,100.0,0.0076,95.67,90.0,89.0,24.4,80.9,74.43,5.4,69.03
M1200606122,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:49:54+00:00,2021-12-08T23:24:53+00:00,2021.11.15 ~ 2021.12.08,0.34,40.0,16.63,100.0,0.0087,94.43,90.0,40.0,18.8,87.5,75.32,5.4,69.92
M1200606123,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:49:32+00:00,2021-12-08T22:51:53+00:00,2021.11.15 ~ 2021.12.08,0.3,40.0,17.23,100.0,0.0083,94.88,90.0,84.0,22.2,83.93,74.8,5.4,69.4
M1200606124,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T19:52:39+00:00,2021-12-08T23:56:53+00:00,2021.11.15 ~ 2021.12.08,0.3,40.0,17.06,100.0,0.0085,94.65,90.0,96.0,12.7,77.6,73.71,5.4,68.31
M1200606127,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T19:18:39+00:00,2021-12-08T23:01:46+00:00,2021.11.15 ~ 2021.12.08,0.35,40.0,19.33,100.0,0.0071,96.2,90.0,18.0,29.5,100.0,77.7,5.4,72.3
M1200606128,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T19:45:29+00:00,2021-12-08T23:36:09+00:00,2021.11.15 ~ 2021.12.08,0.35,40.0,16.36,100.0,0.0093,93.48,90.0,67.0,17.7,86.57,75.01,5.4,69.61
M1200606129,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T19:56:21+00:00,2021-12-08T23:25:52+00:00,2021.11.15 ~ 2021.12.08,0.13,40.0,15.79,100.0,0.0077,95.59,90.0,19.0,37.4,100.0,77.6,5.4,72.2
M1200606133,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T19:52:18+00:00,2021-12-08T23:16:19+00:00,2021.11.15 ~ 2021.12.08,0.31,40.0,16.55,100.0,0.0108,90.96,90.0,39.0,24.1,100.0,76.83,5.4,71.43
M1200606134,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T20:41:47+00:00,2021-12-08T22:17:14+00:00,2021.11.15 ~ 2021.12.08,0.35,40.0,17.86,100.0,0.0078,95.47,90.0,61.0,17.8,82.79,74.71,5.4,69.31
M1200606159,KONA,소형,4.92,2021.0,1.0,2021.01,2021-08-22T16:20:57+00:00,2021-08-22T16:21:03+00:00,2021.08.22 ~ 2021.08.22,,0.0,26.25,100.0,0.0133,84.11,90.0,,,80.0,59.02,5.4,53.62
M1200606160,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T20:44:55+00:00,2021-12-08T21:18:25+00:00,2021.11.15 ~ 2021.12.08,0.34,40.0,15.91,100.0,0.0073,96.01,90.0,39.0,21.5,82.05,74.68,5.4,69.28
M1200606213,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:48:42+00:00,2021-12-08T23:12:48+00:00,2021.11.15 ~ 2021.12.08,0.34,40.0,16.64,100.0,0.0085,94.64,90.0,87.0,18.3,86.78,75.24,5.4,69.84
M1200606217,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-15T19:19:50+00:00,2021-12-08T23:19:27+00:00,2021.11.15 ~ 2021.12.08,0.36,40.0,17.05,100.0,0.0085,94.7,90.0,58.0,10.2,87.07,75.29,5.4,69.89
M1200606298,KONA,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:05:31+00:00,2021-12-07T14:21:37+00:00,2021.10.06 ~ 2021.12.07,0.22,40.0,15.89,100.0,0.006,97.1,90.0,466.0,23.8,89.48,76.1,5.4,70.7
M1200607207,KONA,소형,4.92,2021.0,1.0,2021.01,2021-11-23T15:49:29+00:00,2021-12-08T22:25:25+00:00,2021.11.23 ~ 2021.12.08,0.37,40.0,16.07,100.0,0.0093,93.54,90.0,21.0,28.0,92.86,76.07,5.4,70.67
M1200607208,KONA,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:00:43+00:00,2021-12-08T20:51:21+00:00,2021.10.12 ~ 2021.12.08,0.26,40.0,18.57,100.0,0.0072,96.12,90.0,80.0,14.8,86.88,75.5,5.4,70.1
